ID,Year,Averate,TotalrateNO
4736,1981,3.7,19377
4737,1976,2.9,137
4738,1980,2.8,287
4739,1988,3.5,25465
4740,1986,3.3,20722
4741,2004,2.9,586
4742,2001,2.6,124
4743,2000,3.1,80
4744,2000,2.9,126
4745,2003,3.2,114327
4746,2002,3.0,374
4747,1996,3.1,996
4748,2003,4.0,470
4749,1998,3.7,313
4750,2005,2.8,172
4751,2003,3.6,12667
4752,2000,3.6,10690
4753,2003,2.5,16907
4754,2002,3.0,3130
4755,1917,3.1,135
4756,1997,2.5,104
4757,2001,3.6,1442
4758,2002,2.9,732
4759,1999,2.8,206
4760,2000,2.4,146
4761,1981,3.3,22625
4762,1999,2.1,91
4763,1997,2.4,130
4764,1989,3.6,270
4765,1998,3.1,97
4766,1960,3.0,1380
4767,1993,3.4,3400
4768,2003,3.8,124
4769,2005,3.8,560
4770,1962,3.4,547
4771,1994,1.9,411
4772,1994,2.5,1185
4773,2004,3.3,2071
4774,1984,3.1,4605
4775,1977,3.3,668
4776,2001,2.8,203
4777,1983,3.3,4777
4778,1994,3.5,25247
4779,2004,3.4,1832
4780,1985,3.9,1512
4781,1986,2.9,9772
4782,1992,2.5,174
4783,1999,3.8,3301
4784,2004,3.7,264
4785,2000,3.2,854
4786,2002,3.8,3724
4787,2000,3.3,244
4788,1999,2.1,155
4789,2001,4.4,7114
4790,2001,3.6,10488
4791,1940,3.6,1290
4792,1973,2.9,578
4793,1973,2.9,233
4794,1980,3.0,113
4795,1996,2.2,87
4796,2003,2.9,259
4797,2005,3.1,71
4798,2000,3.9,1836
4799,1991,3.0,3923
4800,1971,2.8,118
4801,2003,3.1,16872
4802,1927,3.6,440
4803,1980,3.0,397
4804,1936,3.5,1017
4805,1993,3.9,35416
4806,1984,3.8,13
4807,1999,2.9,371
4808,1969,3.5,151
4809,1996,2.9,233
4810,1957,3.6,410
4811,1978,3.4,222
4812,1980,3.3,1140
4813,2001,3.6,257
4814,2000,3.7,643
4815,1976,3.7,3390
4816,1990,3.3,7538
4817,1981,2.6,471
4818,1973,2.9,121
4819,1993,4.0,743
4820,2000,3.0,7031
4821,2000,2.0,176
4822,1993,2.9,228
4823,1995,4.0,1409
4824,1995,3.6,12650
4825,1985,3.2,577
4826,1992,3.0,383
4827,2001,3.0,424
4828,1997,2.4,168
4829,2004,3.7,35846
4830,1990,4.0,1654
4831,1990,3.4,15411
4832,2002,3.0,117
4833,2003,3.2,35349
4834,1929,2.9,301
4835,2004,2.6,153
4836,1999,2.9,289
4837,1986,2.3,60
4838,1997,2.9,330
4839,1987,2.7,99
4840,2003,3.2,1008
4841,1995,2.9,20144
4842,1988,2.9,111
4843,1990,2.8,6722
4844,2002,3.1,177
4845,1956,3.5,2503
4846,1999,3.3,476
4847,1989,4.1,49636
4848,2002,3.7,1237
4849,1981,3.6,14107
4850,1991,3.6,291
4851,2002,3.1,158
4852,1997,3.1,9022
4853,1980,3.1,124
4854,1975,3.2,120
4855,1965,3.0,189
4856,1990,2.6,109
4857,1997,4.0,2804
4858,1989,3.0,138
4859,1996,3.2,154
4860,2000,2.4,63
4861,1991,3.1,452
4862,1992,3.8,28370
4863,1993,3.0,120
4864,2004,3.8,1111
4865,1990,4.1,4006
4866,1995,3.3,4014
4867,1986,3.4,10253
4868,1998,4.1,516
4869,2004,3.5,1709
4870,1991,3.4,20999
4871,2001,2.7,191
4872,2002,2.5,348
4873,1968,2.7,94
4874,1987,3.5,22226
4875,2000,2.2,109
4876,1997,3.4,10552
4877,2004,4.4,10782
4878,2000,3.4,3016
4879,1972,3.0,156
4880,1999,2.3,68
4881,1994,3.6,10772
4882,1985,3.2,153
4883,1992,3.3,54974
4884,1942,4.1,23103
4885,1963,3.7,201
4886,2000,3.0,3404
4887,1977,3.0,1730
4888,1995,2.9,5625
4889,1976,2.7,212
4890,1998,3.3,5053
4891,2003,2.8,300
4892,1943,3.1,79
4893,2000,2.9,102
4894,1998,3.3,128
4895,1984,2.9,2173
4896,1996,2.7,71
4897,1961,3.2,451
4898,1961,3.7,1379
4899,2002,2.1,351
4900,2002,2.1,281
4901,1999,2.9,192
4902,1985,3.5,2493
4903,1985,2.7,72
4904,1993,3.6,5818
4905,1992,2.0,88
4906,1999,3.4,33227
4907,2000,3.8,184
4908,2004,3.4,158
4909,2005,3.8,266
4910,1996,2.7,1158
4911,1992,2.5,98
4912,1955,4.0,14078
4913,1994,2.9,1058
4914,2005,3.1,38289
4915,1994,3.6,145
4916,2002,3.3,584
4917,2001,2.1,155
4918,1997,3.5,1249
4919,1997,4.1,10203
4920,1982,3.4,229
4921,1995,3.0,154
4922,2002,2.4,205
4923,1996,2.9,2532
4924,1961,4.2,2533
4925,1989,3.6,198
4926,1997,3.2,2160
4927,1956,2.5,381
4928,2005,2.1,355
4929,2004,3.4,119
4930,2000,3.4,1972
4931,2004,2.8,41679
4932,1997,3.5,28448
4933,1996,2.9,171
4934,1995,3.2,108
4935,1998,3.2,306
4936,1998,2.9,1773
4937,1995,3.1,451
4938,1994,3.1,320
4939,2001,3.0,147
4940,1989,3.5,322
4941,2004,2.8,153
4942,1990,3.3,840
4943,1984,3.3,4292
4944,1994,3.1,473
4945,1973,3.6,175
4946,2002,3.6,611
4947,1933,3.6,1625
4948,2002,3.3,2982
4949,1999,3.2,12821
4950,2001,2.7,164
4951,2003,3.7,102754
4952,2000,3.5,476
4953,1995,3.3,2051
4954,1980,3.9,240
4955,1976,2.9,94
4956,1989,3.9,32344
4957,2001,2.9,141
4958,1977,3.1,135
4959,2000,3.3,259
4960,2002,3.6,363
4961,1991,2.3,102
4962,2003,3.5,253
4963,1991,3.7,491
4964,2003,2.5,1742
4965,1962,3.5,245
4966,1990,2.8,1296
4967,1999,2.3,80
4968,1998,3.7,915
4969,1981,3.6,187
4970,1992,3.3,3829
4971,1991,3.2,787
4972,2003,3.4,97491
4973,1939,3.4,178
4974,1982,2.4,128
4975,1909,2.8,109
4976,1999,3.0,124
4977,1988,3.6,35088
4978,2000,4.3,8211
4979,2002,4.1,2857
4980,2000,3.2,356
4981,1979,3.0,1114
4982,1990,2.7,124
4983,2004,3.9,317
4984,1995,3.4,150
4985,1999,3.0,3220
4986,2002,2.2,159
4987,1999,3.5,98
4988,2005,4.0,1289
4989,1999,3.4,557
4990,1979,3.8,793
4991,2005,3.9,1006
4992,1999,3.0,262
4993,2004,3.6,162
4994,2002,2.9,103
4995,2002,2.8,8654
4996,2000,3.5,151847
4997,2004,2.3,169
4998,1948,3.1,402
4999,2001,2.9,442
5000,1994,3.1,892
5001,1998,2.8,508
5002,2003,2.8,200
5003,2003,3.1,96
5004,2001,3.9,13893
5005,1995,2.6,4073
5006,2004,3.9,542
5007,2002,2.1,276
5008,1998,3.5,448
5009,1984,3.2,106
5010,1990,3.3,11503
5011,1992,2.1,78
5012,2004,3.5,253
5013,1992,2.9,312
5014,1986,3.7,1518
5015,1981,3.5,849
5016,1996,3.6,9732
5017,1963,3.0,223
5018,2001,4.5,681
5019,1944,3.2,184
5020,2003,2.8,16474
5021,1990,3.8,448
5022,2001,3.4,900
5023,2002,3.0,350
5024,1983,3.7,382
5025,1985,3.8,22316
5026,2004,3.8,1073
5027,1980,3.0,195
5028,1998,2.8,196
5029,1999,3.1,803
5030,1997,2.3,152
5031,2002,3.0,588
5032,1983,2.2,107
5033,1993,3.3,15941
5034,1989,2.5,139
5035,1998,3.1,9644
5036,1998,2.8,84
5037,1997,2.3,77
5038,1996,2.5,138
5039,2003,2.8,160
5040,1994,3.9,1914
5041,1998,3.4,7278
5042,2003,3.6,8721
5043,1963,4.0,1252
5044,2003,3.2,140
5045,1969,3.5,345
5046,2003,3.7,87
5047,2001,3.3,3032
5048,2002,3.9,1128
5049,1982,2.9,134
5050,1953,4.1,22979
5051,1983,3.7,141
5052,1991,3.9,778
5053,1937,3.8,242
5054,1996,3.5,103652
5055,1998,3.5,35335
5056,1994,3.2,35183
5057,2004,3.8,292
5058,2004,3.7,1259
5059,1981,3.4,5192
5060,1990,3.8,282
5061,1994,3.5,851
5062,1980,2.9,140
5063,1997,3.2,5480
5064,2005,3.4,1120
5065,1933,3.2,367
5066,1994,3.5,1625
5067,2000,3.5,255
5068,1970,1.9,195
5069,1991,3.7,41595
5070,1998,3.0,140
5071,2005,3.7,25111
5072,2001,3.1,1573
5073,1998,3.0,2042
5074,1965,3.3,234
5075,1973,4.0,14904
5076,2003,3.2,5053
5077,1996,2.5,82
5078,2003,3.3,256
5079,1947,3.0,237
5080,1975,3.4,610
5081,2003,3.8,183
5082,1975,3.4,318
5083,1986,3.4,680
5084,1981,3.5,16635
5085,2003,4.0,113084
5086,2000,2.9,240
5087,1999,3.7,26501
5088,1987,3.3,135
5089,2002,3.8,199
5090,1983,2.9,1624
5091,1979,3.4,232
5092,1997,4.4,11522
5093,1955,3.2,637
5094,1974,3.6,2422
5095,2003,3.0,494
5096,2005,2.8,2012
5097,1963,3.5,3687
5098,2001,2.5,78
5099,2002,3.5,1309
5100,2001,3.7,133
5101,2004,2.5,173
5102,1971,2.7,134
5103,1993,4.5,17292
5104,2002,3.3,17661
5105,1985,3.6,4926
5106,1994,2.6,2430
5107,2001,3.7,551
5108,2003,1.8,241
5109,1968,3.3,247
5110,1920,3.1,243
5111,2003,3.6,1647
5112,2000,3.5,75824
5113,1985,2.9,623
5114,2003,3.0,113
5115,2003,3.0,145
5116,1955,3.3,396
5117,1959,3.6,762
5118,1995,3.4,6350
5119,2004,2.7,205
5120,2000,3.1,1887
5121,2003,3.0,17335
5122,1985,3.2,244
5123,1994,2.9,262
5124,1956,3.0,246
5125,1979,3.1,115
5126,2001,2.4,155
5127,2002,2.8,498
5128,2002,3.6,437
5129,1988,3.1,426
5130,1999,2.4,2095
5131,1998,2.7,319
5132,2002,3.2,173
5133,1926,3.0,117
5134,1961,3.2,153
5135,1994,3.5,3563
5136,1976,3.6,475
5137,1985,3.7,26631
5138,2004,3.7,632
5139,1994,3.5,2733
5140,1993,3.4,4643
5141,1984,3.4,6003
5142,2004,2.6,95
5143,1959,3.5,525
5144,2001,1.8,210
5145,2000,3.8,958
5146,2005,2.7,850
5147,2002,2.9,140
5148,1998,3.3,376
5149,1986,3.6,7851
5150,2005,3.5,94
5151,1971,3.8,14995
5152,2002,3.5,426
5153,2004,2.2,217
5154,2005,3.4,63666
5155,1982,2.7,190
5156,2004,4.0,13881
5157,1999,2.6,260
5158,1966,4.0,479
5159,2002,1.7,319
5160,1992,2.8,371
5161,2005,3.6,48
5162,2002,3.1,7794
5163,2001,3.0,118
5164,1998,3.1,1428
5165,2004,3.2,141
5166,1963,4.1,2303
5167,1995,3.2,147
5168,2003,3.7,397
5169,1992,3.8,52939
5170,1996,2.4,2266
5171,2003,1.7,971
5172,1999,2.4,93
5173,1997,3.0,109
5174,1978,3.4,2831
5175,2002,2.9,1381
5176,1972,2.8,322
5177,2001,3.0,498
5178,1939,3.8,217
5179,1989,3.0,2937
5180,1999,3.1,541
5181,2003,3.6,96602
5182,2004,2.8,1004
5183,1997,2.7,84
5184,2000,2.8,367
5185,2004,2.8,2038
5186,1966,3.3,224
5187,1968,3.7,15950
5188,2005,3.5,87
5189,2002,3.8,196
5190,1981,3.7,13896
5191,2000,3.1,29721
5192,2000,3.6,373
5193,2001,2.3,73
5194,2001,2.7,1429
5195,2004,2.4,170
5196,1998,2.6,1036
5197,1999,3.3,1643
5198,2003,4.0,813
5199,2000,2.7,2079
5200,2004,2.2,158
5201,1999,2.1,242
5202,1985,3.7,736
5203,2004,2.8,545
5204,2004,4.1,3691
5205,2000,3.2,422
5206,2002,3.6,1593
5207,1953,2.7,134
5208,2000,2.4,874
5209,1997,3.2,127
5210,1925,3.4,85
5211,1947,3.1,84
5212,1994,4.0,1161
5213,2002,1.6,129
5214,1970,3.1,558
5215,1958,3.3,1357
5216,1943,3.2,100
5217,1991,3.4,856
5218,2003,2.9,101
5219,2001,3.3,223
5220,2000,2.9,6492
5221,1978,3.2,2135
5222,2004,4.0,1478
5223,1999,3.5,40950
5224,2003,3.4,2301
5225,1997,3.9,167
5226,1998,3.8,65185
5227,2001,3.1,17104
5228,2002,3.0,186
5229,1984,3.9,1788
5230,2003,2.9,1254
5231,1927,3.9,3999
5232,2001,4.0,818
5233,2004,1.7,208
5234,2005,3.9,896
5235,1989,2.7,3162
5236,1985,3.1,2249
5237,1995,3.2,28640
5238,2003,3.4,289
5239,2005,3.7,53163
5240,1992,3.4,245
5241,2004,3.5,356
5242,2001,2.6,344
5243,2000,3.4,18905
5244,1969,3.2,1469
5245,2000,3.6,10355
5246,2003,2.4,172
5247,2002,3.4,177
5248,2001,2.7,113
5249,2002,2.8,105
5250,1986,3.5,16177
5251,2000,1.6,113
5252,1999,3.9,311
5253,1970,3.6,4970
5254,2000,3.1,6475
5255,1994,3.1,12877
5256,1984,2.8,157
5257,2003,2.8,11333
5258,1990,4.4,5902
5259,2000,2.4,115
5260,1965,2.9,52
5261,2003,3.2,283
5262,1968,2.9,296
5263,1969,3.3,540
5264,2004,3.2,178
5265,1968,2.3,98
5266,1998,2.6,150
5267,2003,3.4,422
5268,2004,3.8,1811
5269,2005,3.4,139
5270,2002,2.6,134
5271,1993,2.6,784
5272,1953,3.4,1126
5273,2004,3.6,172
5274,1995,2.5,293
5275,1997,2.8,82
5276,1999,2.4,83
5277,2001,3.1,9747
5278,1993,3.2,480
5279,1998,2.1,189
5280,1956,3.9,4303
5281,2004,2.0,282
5282,1985,3.2,262
5283,2002,4.1,3286
5284,2004,3.8,310
5285,1959,3.5,1146
5286,2004,2.7,733
5287,1967,3.8,27398
5288,1965,2.7,201
5289,1984,2.8,104
5290,1997,3.9,543
5291,1990,3.8,485
5292,2002,4.4,14427
5293,1992,3.9,89348
5294,1952,3.9,1240
5295,1955,3.4,357
5296,2003,3.0,6419
5297,2000,4.2,6045
5298,1999,3.6,6202
5299,1993,3.5,2403
5300,1996,3.0,281
5301,2000,2.2,238
5302,2003,3.8,750
5303,1938,3.0,255
5304,1998,3.6,1507
5305,1993,3.3,2305
5306,2003,3.7,388
5307,2002,3.5,407
5308,2000,3.4,3627
5309,1997,4.1,23374
5310,2004,3.5,107
5311,1997,2.4,130
5312,2003,3.6,764
5313,1988,2.7,181
5314,1999,3.8,628
5315,1987,3.9,213
5316,1935,3.3,110
5317,2000,3.4,232944
5318,1995,3.6,78584
5319,2002,4.0,891
5320,2005,3.3,35643
5321,2004,2.0,178
5322,2001,3.5,170
5323,2001,3.2,201
5324,1992,2.6,102
5325,1996,3.5,1759
5326,1990,4.3,8624
5327,2005,3.6,46673
5328,2002,3.1,2808
5329,2005,2.9,74
5330,1984,3.6,2902
5331,2001,3.1,154
5332,1999,2.3,99
5333,2002,3.5,12227
5334,2003,3.7,514
5335,1938,3.2,147
5336,1994,3.2,1627
5337,1978,2.9,160
5338,1986,3.3,4089
5339,1982,2.6,99
5340,2005,2.7,268
5341,1958,3.9,2552
5342,1991,2.9,4765
5343,2000,4.1,1285
5344,1999,2.8,1583
5345,2004,3.6,89080
5346,1999,2.2,88
5347,2002,2.7,250
5348,1995,2.8,130
5349,2004,4.2,48
5350,1985,3.3,525
5351,1990,3.3,5206
5352,1999,2.9,440
5353,1970,3.7,279
5354,1961,3.0,268
5355,1937,3.3,2531
5356,1988,4.1,1014
5357,1991,2.9,232
5358,1974,3.1,590
5359,1995,3.8,915
5360,1983,4.0,33906
5361,1988,3.2,488
5362,2002,3.9,1093
5363,2001,3.4,44761
5364,1998,3.7,198
5365,1975,2.1,137
5366,1999,2.5,2478
5367,1996,3.1,7019
5368,1998,3.8,5029
5369,1972,3.9,1231
5370,1999,3.2,123
5371,1976,3.3,459
5372,2003,2.6,158
5373,1970,2.2,209
5374,1989,3.4,1356
5375,1957,3.1,116
5376,2003,2.6,184
5377,1998,2.8,174
5378,1927,3.1,166
5379,2001,3.9,552
5380,1960,2.9,128
5381,2002,3.7,175
5382,1985,3.7,123
5383,1971,3.9,375
5384,1989,3.7,2298
5385,2001,3.4,2182
5386,2001,1.9,124
5387,1991,3.6,2812
5388,1996,3.5,123
5389,1997,2.8,406
5390,2004,3.0,12363
5391,1999,3.6,20079
5392,1996,3.0,128
5393,1993,3.6,395
5394,1996,3.5,1297
5395,2004,3.9,1995
5396,2004,3.4,536
5397,1996,3.9,542
5398,2004,2.6,121
5399,1919,3.2,310
5400,1975,3.9,1083
5401,2004,3.4,122795
5402,1978,3.6,3445
5403,1999,3.2,971
5404,2005,3.6,155
5405,2002,2.9,1629
5406,1987,3.7,5258
5407,1998,3.0,1376
5408,1991,3.9,164
5409,1998,3.2,182
5410,2000,3.5,205
5411,1977,2.8,78
5412,2004,2.7,232
5413,1996,3.3,585
5414,1996,4.1,23646
5415,1999,3.1,9897
5416,1945,3.8,1168
5417,1995,2.9,1858
5418,2004,3.2,204
5419,1991,3.5,1292
5420,2003,2.8,115
5421,1995,3.7,17745
5422,1929,3.1,96
5423,2002,2.9,1692
5424,2000,2.9,105
5425,1999,3.0,2446
5426,2001,3.1,516
5427,1992,2.9,170
5428,2002,2.3,238
5429,1967,2.9,95
5430,1996,3.7,32366
5431,1996,3.3,274
5432,1976,4.2,2273
5433,1985,3.5,1094
5434,2000,3.0,34079
5435,1988,3.4,8383
5436,1986,2.3,253
5437,2004,2.6,129
5438,2001,2.9,426
5439,2001,3.1,283
5440,1999,2.2,165
5441,1976,2.9,158
5442,2004,3.0,134
5443,1970,3.1,467
5444,1998,3.0,1757
5445,1999,4.0,6462
5446,2003,3.5,205
5447,1998,2.9,1355
5448,2002,3.2,26473
5449,2004,3.7,256
5450,1997,2.9,141
5451,1987,3.2,235
5452,1969,2.6,43
5453,2001,3.1,127
5454,2000,3.0,1332
5455,1999,3.3,6359
5456,2004,2.8,123
5457,2000,2.0,111
5458,1997,2.9,125
5459,2000,2.8,901
5460,1998,3.3,178
5461,1998,2.3,252
5462,1999,3.2,9881
5463,2002,3.6,1089
5464,1999,3.4,1519
5465,1968,3.2,167
5466,1993,3.2,415
5467,2004,3.0,5165
5468,1974,3.5,3524
5469,1959,3.2,179
5470,1979,3.3,137
5471,1992,3.9,1034
5472,1987,3.5,75801
5473,1969,3.7,2410
5474,1999,2.6,1215
5475,1999,4.0,938
5476,1959,3.7,1537
5477,1988,3.3,33401
5478,1966,2.3,108
5479,2003,3.6,378
5480,1982,3.7,1392
5481,1993,2.9,2726
5482,1989,3.7,85
5483,2002,3.3,737
5484,2000,3.0,188
5485,2000,3.6,623
5486,1977,3.6,43
5487,1993,3.1,347
5488,1977,3.3,6629
5489,1966,3.0,500
5490,1989,3.7,140
5491,1999,2.6,102
5492,1965,3.0,354
5493,1993,3.4,7077
5494,1979,3.9,80
5495,2001,2.4,324
5496,2004,3.7,155714
5497,1944,4.2,1655
5498,1968,2.9,120
5499,1986,2.6,5109
5500,1996,3.0,69
5501,1930,2.5,176
5502,1999,3.6,1906
5503,1979,3.4,6307
5504,1976,3.2,536
5505,1995,3.0,106
5506,1942,3.8,1342
5507,2002,3.7,1135
5508,1996,3.8,2715
5509,1978,3.1,1023
5510,1982,3.9,5021
5511,1975,3.2,904
5512,1987,2.9,197
5513,1990,3.9,3522
5514,1999,2.6,382
5515,1964,4.1,57954
5516,1999,3.6,11009
5517,1995,3.8,796
5518,1976,3.8,11716
5519,1999,4.3,11142
5520,2001,3.5,362
5521,1988,3.4,2057
5522,2004,3.4,21861
5523,2004,3.0,469
5524,1995,3.2,4794
5525,2001,3.2,1597
5526,2005,2.9,103
5527,1953,2.8,349
5528,2003,3.7,24508
5529,2001,3.1,329
5530,2000,4.3,7496
5531,1997,3.4,2143
5532,1999,3.4,592
5533,2003,3.2,601
5534,1968,3.4,548
5535,1983,2.9,87
5536,1998,3.7,213
5537,2001,3.0,565
5538,1979,3.9,43630
5539,2004,4.1,5657
5540,2001,3.9,127
5541,1995,3.7,818
5542,1987,2.6,692
5543,1957,3.2,1443
5544,1989,3.4,11535
5545,2002,3.3,20077
5546,1953,3.2,520
5547,1965,2.5,223
5548,1986,2.3,75
5549,2001,4.3,14823
5550,1998,2.8,149
5551,2002,2.3,132
5552,2005,3.4,114
5553,2000,3.2,526
5554,1945,3.8,1806
5555,1990,3.0,144
5556,1991,3.5,515
5557,1990,3.1,293
5558,1993,3.6,669
5559,1985,3.8,1717
5560,2002,3.2,9655
5561,1967,4.1,42100
5562,1985,3.7,18040
5563,1970,3.8,3416
5564,2000,3.4,2624
5565,2005,3.9,787
5566,1979,2.9,182
5567,2003,3.0,189
5568,1988,2.5,449
5569,1939,3.9,846
5570,1999,3.2,1013
5571,1976,3.8,76698
5572,1998,3.8,427
5573,2004,3.5,151
5574,1945,3.0,274
5575,2000,1.9,69
5576,1980,3.0,2559
5577,1957,4.0,5523
5578,1967,3.2,561
5579,1984,3.7,1749
5580,1982,3.4,120
5581,2004,2.9,542
5582,1980,4.5,92470
5583,2005,2.8,3558
5584,1987,2.9,70
5585,1937,3.0,123
5586,1969,2.7,141
5587,1984,3.6,8796
5588,2001,3.3,555
5589,2002,3.1,32218
5590,2005,4.0,1576
5591,1986,3.5,10248
5592,1975,2.1,78
5593,1999,2.9,155
5594,1978,2.6,250
5595,2001,3.6,193
5596,1992,3.8,184
5597,2005,2.9,68
5598,1998,3.8,2609
5599,2004,3.4,160
5600,2005,3.6,130
5601,1962,3.9,36600
5602,1996,3.1,1039
5603,1991,3.6,436
5604,2003,2.4,3432
5605,1946,4.0,1770
5606,1988,2.6,139
5607,1996,3.4,16811
5608,1962,3.4,597
5609,2003,3.7,1186
5610,1961,3.5,291
5611,2000,2.2,236
5612,1996,3.5,6309
5613,1994,2.2,119
5614,2000,3.8,79325
5615,1994,3.3,66
5616,1966,3.6,1838
5617,2000,2.9,7219
5618,2003,2.7,103
5619,1946,3.4,75
5620,1987,2.0,85
5621,1994,3.4,16376
5622,1958,2.9,2616
5623,2003,2.9,711
5624,1999,3.3,324
5625,1999,3.2,12298
5626,2000,3.5,89
5627,1955,3.7,1494
5628,1996,3.2,65317
5629,1975,3.0,4278
5630,2000,3.7,1341
5631,1986,2.9,206
5632,2000,3.9,1203
5633,1999,3.9,6910
5634,2004,2.7,103
5635,1998,2.4,94
5636,1988,4.0,3334
5637,1997,2.8,346
5638,2001,3.4,4335
5639,1943,3.5,2284
5640,1990,3.1,1206
5641,1995,2.3,112
5642,1990,3.2,3010
5643,1994,2.5,281
5644,2004,2.9,4754
5645,1990,2.9,843
5646,2001,3.8,10558
5647,1996,2.7,2861
5648,2004,3.4,278
5649,2002,3.0,135
5650,1999,3.8,10043
5651,1992,3.1,12918
5652,1949,3.8,5889
5653,1973,3.7,1047
5654,1973,3.0,313
5655,1997,3.7,2133
5656,1986,3.7,23342
5657,2003,3.6,2106
5658,2001,3.4,5353
5659,1988,2.9,2046
5660,2004,2.2,191
5661,1989,3.5,568
5662,1996,3.3,627
5663,2002,2.9,6150
5664,1983,3.2,176
5665,1987,3.5,14620
5666,2002,3.5,392
5667,2005,2.9,11322
5668,1987,2.4,119
5669,2003,3.4,144
5670,2002,3.2,1468
5671,1996,3.9,4419
5672,1997,3.4,5105
5673,2004,3.0,134
5674,2000,2.3,108
5675,1998,2.8,160
5676,2000,3.0,243
5677,1994,3.2,138
5678,1994,2.7,99
5679,2002,2.6,1378
5680,2003,4.0,762
5681,1983,2.9,205
5682,1922,3.0,169
5683,1943,3.8,1732
5684,1969,3.7,172
5685,2001,3.5,247
5686,1993,2.9,3690
5687,2002,3.4,130
5688,2004,3.6,198
5689,1982,3.1,147
5690,2002,3.1,146
5691,1941,3.4,128
5692,2000,3.0,19749
5693,1977,3.8,1091
5694,1992,3.1,405
5695,2003,3.1,65630
5696,1999,4.2,6626
5697,2005,3.0,114
5698,1985,2.8,202
5699,2002,3.8,3262
5700,2003,4.2,4012
5701,1994,2.4,107
5702,1962,3.8,1511
5703,1981,3.1,316
5704,1997,3.6,19421
5705,2002,3.5,1292
5706,1966,3.2,388
5707,1998,3.5,2127
5708,2000,3.3,17922
5709,1997,3.0,306
5710,2002,3.2,11515
5711,1995,3.2,234
5712,1999,3.2,640
5713,2000,2.6,184
5714,1974,4.3,1624
5715,2004,3.0,229
5716,2003,3.0,1577
5717,2001,3.5,496
5718,1960,3.6,778
5719,2000,3.3,239
5720,2004,3.6,202
5721,1992,2.8,196
5722,2000,3.3,301
5723,1995,2.7,176
5724,2004,3.9,1544
5725,1999,2.6,540
5726,1980,2.9,92
5727,1984,3.6,28679
5728,1998,2.8,167
5729,1992,2.9,185
5730,2005,3.2,23257
5731,1938,3.8,3689
5732,1990,4.3,90408
5733,1982,3.3,131
5734,2002,2.7,1413
5735,1962,3.1,2128
5736,2005,4.1,872
5737,1999,3.0,496
5738,2003,4.4,12409
5739,2001,3.8,165
5740,1990,3.1,93
5741,1970,2.6,158
5742,1942,3.8,1256
5743,1997,2.4,160
5744,2001,2.6,2130
5745,1977,3.0,98
5746,2003,3.0,525
5747,1992,3.6,765
5748,2003,3.1,394
5749,1997,2.9,91
5750,1988,2.9,123
5751,2002,2.9,6402
5752,1997,2.5,113
5753,1989,2.5,90
5754,2004,2.9,162
5755,1992,2.6,212
5756,2003,2.8,137
5757,1957,2.8,132
5758,1981,2.7,258
5759,2003,3.0,219
5760,2001,4.4,38571
5761,2001,3.9,2629
5762,2000,3.8,61093
5763,2004,2.5,146
5764,2003,3.9,736
5765,2000,3.6,2689
5766,1998,2.4,703
5767,2003,3.6,1029
5768,2002,3.3,465
5769,1999,2.8,154
5770,2000,3.0,155
5771,1993,2.6,780
5772,2004,3.6,499
5773,1946,3.2,330
5774,1997,3.1,197
5775,1992,3.8,54444
5776,2002,2.3,101
5777,1980,3.0,507
5778,1990,3.7,28610
5779,1999,3.1,601
5780,1978,3.4,280
5781,2003,2.8,329
5782,2003,3.8,2109
5783,1990,3.4,797
5784,2002,3.2,182
5785,2000,3.0,198
5786,1996,3.1,307
5787,1983,3.9,56451
5788,1996,4.0,56102
5789,2002,3.1,167
5790,1988,2.3,180
5791,1974,2.7,69
5792,2005,2.1,129
5793,2003,3.6,52848
5794,1942,3.1,97
5795,1978,2.7,69
5796,1965,3.2,99
5797,1997,2.4,117
5798,1978,3.7,761
5799,1983,3.2,2332
5800,2001,2.9,482
5801,2004,3.8,766
5802,2005,2.7,1101
5803,1980,2.0,217
5804,2001,2.7,226
5805,1998,4.1,3955
5806,2004,2.6,1507
5807,2004,3.6,80836
5808,1999,4.1,2474
5809,1988,3.7,11835
5810,2004,3.8,305
5811,1996,2.8,118
5812,1992,3.7,4612
5813,2001,4.0,1153
5814,2002,3.0,74466
5815,2001,2.9,779
5816,1971,3.9,545
5817,2004,3.6,176
5818,2004,3.7,262
5819,2001,3.7,630
5820,1997,3.5,613
5821,1999,4.0,1549
5822,2005,3.9,325
5823,2003,3.1,2852
5824,1971,2.6,178
5825,1993,2.8,221
5826,1995,3.6,572
5827,1995,2.9,746
5828,2003,3.7,631
5829,1990,3.0,120
5830,1996,3.9,346
5831,2001,3.5,1066
5832,2002,2.7,288
5833,1968,3.3,327
5834,2003,3.9,173
5835,2004,2.6,181
5836,2004,3.2,31432
5837,1999,4.3,18459
5838,2003,2.8,749
5839,1993,1.9,386
5840,1986,4.1,4398
5841,2002,3.4,359
5842,2004,3.5,2252
5843,2000,3.9,16917
5844,2000,3.0,620
5845,1978,3.9,14225
5846,1971,2.7,263
5847,1984,3.6,8195
5848,1995,3.8,324
5849,2004,3.5,120
5850,1997,1.9,98
5851,2003,3.5,211
5852,2001,2.1,96
5853,2005,2.9,1301
5854,1967,4.0,15872
5855,1968,3.1,109
5856,2000,3.6,9648
5857,1992,3.3,547
5858,1993,2.4,3039
5859,2003,3.1,160
5860,2002,2.8,785
5861,1994,3.3,8950
5862,2000,3.9,127318
